Publication date,Compute_Log10,Parameters,Domain,Organization,Region
2016-02-11,19.94,1040000000.0,Language & Audio,Google Brain,United States
2015-12-16,15.77,66000000.0,Language & Audio,University of Cambridge,Europe
2015-12-10,19.02,60200000.0,Vision & Media,Microsoft,United States
2015-12-10,18.85,44500000.0,Vision & Media,Microsoft,United States
2015-12-08,19.41,38000000.0,Language & Audio,Baidu Research - Silicon Valley AI Lab,United States
2015-12-02,20.0,23626728.0,Vision & Media,"Google,University College London (UCL)",United States
2015-10-28,19.09,138000000.0,Vision & Media,"Beijing Institute of Technology,Sun Yat-sen University,Panasonic R&D,National University of Singapore",China
2015-10-01,20.58,8209984.0,Robotics & Games,DeepMind,Europe
2015-08-26,15.42,19000000.0,Language & Audio,"Harvard University,New York University (NYU)",United States
2015-08-07,17.68,5006000.0,Vision & Media,"University of Maryland,Rutgers University",United States
2015-07-06,15.52,20000000.0,Language & Audio,Google,United States
2015-05-18,16.71,37676160.0,Vision & Media,University of Freiburg,Europe
2015-04-06,17.29,18413568.0,Language & Audio,Carnegie Mellon University (CMU),United States
2015-03-17,16.53,8000000.0,Language & Audio,"Chinese Academy of Sciences,Huawei Noah's Ark Lab,Dublin City University",China
2015-02-06,19.38,87048800.0,Vision & Media,Microsoft Research,United States
2014-12-22,14.8,2370000.0,Vision & Media,"University of Amsterdam,OpenAI,University of Toronto",Europe
2014-12-18,17.0,27000000.0,Vision & Media,University of Warwick,Europe
2014-12-03,20.47,62000000000.0,Language & Audio,Google,United States
2014-09-17,18.18,6797700.0,Vision & Media,"Google,University of Michigan,University of North Carolina",United States
2014-09-10,19.75,1920000000.0,Language & Audio,Google,United States
2014-09-08,16.63,66000000.0,Language & Audio,"New York University (NYU),Google Brain",United States
2014-09-04,19.09,138000000.0,Vision & Media,University of Oxford,Europe
2014-09-04,19.04,144000000.0,Vision & Media,University of Oxford,Europe
2014-07-15,13.88,6144.0,Vision & Media,Chinese Academy of Sciences,China
2013-12-20,14.68,784000.0,Vision & Media,University of Amsterdam,Europe
2013-12-19,15.45,836096.0,Robotics & Games,DeepMind,Europe
2013-12-05,18.13,942000000.0,Language & Audio,"Universite de Technologie de Compiègne – CNRS,Google",Europe
2013-10-16,16.59,692000000.0,Language & Audio,Google,United States
2013-09-22,17.14,37230.0,Multimodal,IDSIA,Europe
2013-08-01,17.38,51609600.0,Vision & Media,New York University (NYU),United States
2013-05-26,17.11,101706240.0,Language & Audio,"Google,University of Toronto,New York University (NYU)",United States
2012-12-03,17.49,47185920.0,Language & Audio,Google,United States
2012-12-03,17.68,218896.0,Vision & Media,"IDSIA,SUPSI",Europe
2012-09-09,16.22,102720000.0,Language & Audio,RWTH Aachen University,Europe
2012-07-12,17.78,1000000000.0,Vision & Media,Google,United States
2012-06-27,14.7,2000000.0,Language & Audio,University College London (UCL),Europe
2012-02-13,16.2,2653700.0,Vision & Media,"IDSIA,SUPSI",Europe
2011-10-03,15.0,1388800.0,Vision & Media,IDSIA,Europe
2011-09-18,16.41,128420.0,Vision & Media,IDSIA,Europe
2011-09-18,16.72,120620.0,Vision & Media,IDSIA,Europe
2011-07-16,16.41,4878300.0,Vision & Media,"IDSIA,SUPSI",Europe
2010-09-26,16.23,22160000.0,Language & Audio,"Brno University of Technology,Johns Hopkins University",Europe
2010-09-26,16.1,19250000.0,Language & Audio,"Brno University of Technology,Johns Hopkins University",Europe
2010-09-26,16.73,70265000.0,Language & Audio,Johns Hopkins University,United States
2010-09-26,16.7,77039000.0,Language & Audio,"Brno University of Technology,Johns Hopkins University",Europe
2010-09-15,15.09,294912.0,Vision & Media,University of Bonn,Europe
2010-09-15,15.16,268664.0,Vision & Media,University of Bonn,Europe
2010-03-01,14.12,12110000.0,Vision & Media,"IDSIA,University of Lugano,SUPSI",Europe
2009-11-22,15.52,13729792.0,Vision & Media,University of Bonn,Europe
2009-09-01,13.32,258800.0,Vision & Media,New York University (NYU),United States
2009-08-31,14.49,14423.0,Vision & Media,Courant Institute of Mathematical Sciences,United States
2009-07-01,18.0,1000000.0,Language & Audio,Google,United States
2009-06-15,15.0,100000000.0,Other,Stanford University,United States
2009-01-08,14.45,12410.0,Multimodal,Courant Institute of Mathematical Sciences,United States
2008-12-09,9.21,30.0,Other,University of Siena,Europe
2007-06-22,18.16,300000000000.0,Language & Audio,Google,United States
2007-06-22,17.89,21000000000.0,Language & Audio,Google,United States
2006-06-17,13.99,3590057.0,Vision & Media,Courant Institute of Mathematical Sciences,United States
2006-06-17,14.87,90857.0,Vision & Media,New York University (NYU),United States
2005-08-07,12.54,5711.0,Language & Audio,"Microsoft Research,Microsoft",United States
2005-08-01,13.38,152061.0,Language & Audio,"IDSIA,Technical University of Munich",Europe
2004-12-01,13.72,16636.0,Vision & Media,"NEC Laboratories,Courant Institute of Mathematical Sciences",United States
2004-06-27,11.99,90575.0,Vision & Media,New York University (NYU),United States
2001-12-08,13.8,12000.0,Vision & Media,"Mitsubishi Electric Research Labs,Compaq CRL",United States
2000-11-28,13.71,3925310.0,Vision & Media,University College London (UCL),Europe
1999-07-01,6.74,324.0,Vision & Media,"University College London (UCL),University of Toronto",Europe
1998-11-01,12.45,60000.0,Vision & Media,AT&T,United States
1997-11-15,13.5,10504.0,Language & Audio,Technical University of Munich,Europe
1996-06-18,10.41,6452.0,Vision & Media,Carnegie Mellon University (CMU),United States
1995-11-27,11.29,432800.0,Vision & Media,University of Texas at Austin,United States
1994-12-02,13.27,206910.0,Language & Audio,Technical University of Munich,Europe
1994-01-07,9.66,1888.0,Science & Engineering,Sapienza Università di Roma,Europe
1993-08-01,13.11,744.0,Vision & Media,Bell Laboratories,United States
1992-10-16,7.73,594.0,Science & Engineering,National Cancer Institute,United States
1992-05-01,13.26,25000.0,Robotics & Games,IBM,United States
1990-06-01,10.55,27480.0,Language & Audio,Oregon State University,United States
1989-12-01,12.18,9760.0,Vision & Media,"AT&T,Bell Laboratories",United States
1989-12-01,8.08,10.0,Science & Engineering,"Stanford University,California Institute of Technology",United States
1989-12-01,10.02,36627.0,Robotics & Games,Carnegie Mellon University (CMU),United States
1989-11-27,9.87,3040.0,Language & Audio,University of Washington,United States
1989-11-27,11.26,2578.0,Vision & Media,AT&T,United States
1987-06-15,10.26,816.0,Other,Carnegie Mellon University (CMU),United States
1987-06-06,10.45,18629.0,Language & Audio,Princeton University,United States
1987-06-06,10.44,18629.0,Language & Audio,Princeton University,United States
1986-10-01,8.83,720.0,Science & Engineering,"University of California San Diego,Carnegie Mellon University (CMU)",United States
1986-08-15,8.59,432.0,Other,Carnegie Mellon University (CMU),United States
1983-09-01,8.51,324.0,Robotics & Games,University of Massachusetts Amherst,United States
1966-11-01,8.02,2061.0,Language & Audio,IBM,United States
1960-06-30,3.82,17.0,Vision & Media,Stanford University,United States
1960-03-30,8.86,1000.0,Vision & Media,Cornell Aeronautical Laboratory,United States
1959-07-01,8.63,16.0,Robotics & Games,IBM,United States
1957-01-01,5.84,1000.0,Other,"Cornell Aeronautical Laboratory,Cornell University",United States
1950-07-02,1.6,40.0,Robotics & Games,Bell Laboratories,United States
