Region,Job Title,Job Openings (2024),Projected Openings (2030),Automation Risk (%),AI Impact Level,Job Status,Required Education,Job Growth,Sector
Europe,Tax adviser,8090,3124,87.11,Moderate,Increasing,Master’s Degree,-4966,Cloud & Ecosystems
Europe,Tax inspector,9323,5900,25.32,Low,Decreasing,PhD,-3423,Cloud & Ecosystems
Europe,"Teacher, English as a foreign language",7964,4255,65.06,Moderate,Increasing,Bachelor’s Degree,-3709,Cloud & Ecosystems
Europe,"Teacher, adult education",20455,17919,61.16,High,Decreasing,Associate Degree,-2536,Cloud & Ecosystems
Europe,"Teacher, music",1660,3688,49.2,Low,Decreasing,Bachelor’s Degree,2028,Cloud & Ecosystems
Europe,"Teacher, primary school",10560,4525,41.36,Moderate,Decreasing,Associate Degree,-6035,Cloud & Ecosystems
Europe,"Teacher, secondary school",8213,6968,19.8,Moderate,Decreasing,Bachelor’s Degree,-1245,Cloud & Ecosystems
Europe,"Teacher, special educational needs",14894,6880,67.5,Low,Increasing,PhD,-8014,Cloud & Ecosystems
Europe,Teaching laboratory technician,4180,3223,33.0,Low,Decreasing,PhD,-957,Cloud & Ecosystems
Europe,Technical author,2565,985,96.1,Low,Decreasing,PhD,-1580,Cloud & Ecosystems
Europe,Telecommunications researcher,14211,15262,47.17,Low,Decreasing,PhD,1051,Cloud & Ecosystems
Europe,Television camera operator,8271,10150,77.94,High,Increasing,High School,1879,Cloud & Ecosystems
Europe,Television floor manager,13624,13596,59.76,Moderate,Decreasing,PhD,-28,Cloud & Ecosystems
Europe,Television production assistant,3507,3030,64.93,Low,Increasing,Master’s Degree,-477,Cloud & Ecosystems
Europe,Television/film/video producer,18373,7336,48.09,Moderate,Increasing,Bachelor’s Degree,-11037,Cloud & Ecosystems
Europe,Textile designer,7213,14763,35.78,Low,Increasing,Bachelor’s Degree,7550,Cloud & Ecosystems
Europe,Theatre director,10589,9155,8.88,Low,Decreasing,Master’s Degree,-1434,Cloud & Ecosystems
Europe,Theatre manager,5917,4753,25.1,High,Decreasing,Bachelor’s Degree,-1164,Cloud & Ecosystems
Europe,Theme park manager,15975,15872,95.0,Low,Decreasing,Master’s Degree,-103,Cloud & Ecosystems
Europe,Therapeutic radiographer,6753,9190,39.59,Moderate,Increasing,PhD,2437,Cloud & Ecosystems
Europe,"Therapist, drama",13310,24515,66.57,High,Decreasing,High School,11205,Cloud & Ecosystems
Europe,"Therapist, horticultural",9862,11503,74.81,High,Increasing,PhD,1641,Cloud & Ecosystems
Europe,"Therapist, nutritional",2664,1074,4.47,Moderate,Increasing,PhD,-1590,Cloud & Ecosystems
Europe,"Therapist, occupational",12249,18627,86.16,Low,Increasing,Associate Degree,6378,Cloud & Ecosystems
Europe,"Therapist, sports",9596,1089,74.92,Low,Decreasing,Associate Degree,-8507,Cloud & Ecosystems
Europe,Tour manager,9225,5187,67.16,Low,Increasing,Bachelor’s Degree,-4038,Cloud & Ecosystems
Europe,Tourism officer,1729,5748,79.36,Moderate,Increasing,Associate Degree,4019,Cloud & Ecosystems
Europe,Toxicologist,7238,8006,1.77,Moderate,Decreasing,Master’s Degree,768,Cloud & Ecosystems
Europe,Trade mark attorney,2998,4968,42.66,Low,Increasing,PhD,1970,Cloud & Ecosystems
Europe,Trade union research officer,11750,11488,79.72,High,Increasing,PhD,-262,Cloud & Ecosystems
Europe,Trading standards officer,5195,4917,69.72,Low,Increasing,High School,-278,Cloud & Ecosystems
Europe,Training and development officer,15561,17813,65.55,Moderate,Decreasing,Bachelor’s Degree,2252,Cloud & Ecosystems
Europe,Translator,24380,22851,30.71,High,Decreasing,Associate Degree,-1529,Cloud & Ecosystems
Europe,Transport planner,9941,966,98.76,Moderate,Decreasing,Master’s Degree,-8975,Cloud & Ecosystems
Europe,Travel agency manager,3248,2014,34.45,Low,Decreasing,Associate Degree,-1234,Cloud & Ecosystems
Europe,Tree surgeon,14168,6750,68.45,High,Increasing,PhD,-7418,Cloud & Ecosystems
Europe,Veterinary surgeon,3368,788,87.9,High,Decreasing,PhD,-2580,Cloud & Ecosystems
Europe,Video editor,10865,21352,59.76,Moderate,Increasing,Master’s Degree,10487,Cloud & Ecosystems
Europe,Volunteer coordinator,768,7169,88.27,High,Increasing,PhD,6401,Cloud & Ecosystems
Europe,Warden/ranger,8141,4767,25.2,Low,Increasing,Associate Degree,-3374,Cloud & Ecosystems
Europe,Water engineer,8310,7238,74.3,Moderate,Increasing,Associate Degree,-1072,Cloud & Ecosystems
Europe,Web designer,10592,3238,22.14,High,Decreasing,Bachelor’s Degree,-7354,Cloud & Ecosystems
Europe,Writer,9025,8797,39.26,Moderate,Decreasing,PhD,-228,Cloud & Ecosystems
Europe,Youth worker,7999,6029,40.87,Low,Increasing,Bachelor’s Degree,-1970,Cloud & Ecosystems
Europe,Accommodation manager,14760,9487,12.79,Low,Increasing,Master’s Degree,-5273,Infrastructure (Chip)
Europe,"Accountant, chartered",19984,30757,62.78,Low,Decreasing,High School,10773,Infrastructure (Chip)
Europe,"Accountant, chartered public finance",8011,10085,44.12,High,Increasing,Master’s Degree,2074,Infrastructure (Chip)
Europe,Accounting technician,5467,1345,89.56,Low,Increasing,Bachelor’s Degree,-4122,Infrastructure (Chip)
Europe,Actor,5084,15045,75.4,High,Decreasing,Associate Degree,9961,Infrastructure (Chip)
Europe,Acupuncturist,5232,3573,18.48,Moderate,Decreasing,Bachelor’s Degree,-1659,Infrastructure (Chip)
Europe,Administrator,2099,4492,60.39,Moderate,Decreasing,PhD,2393,Infrastructure (Chip)
Europe,"Administrator, arts",11843,11800,45.34,High,Increasing,Associate Degree,-43,Infrastructure (Chip)
Europe,"Administrator, charities/voluntary organisations",27590,27447,42.02,High,Increasing,Master’s Degree,-143,Infrastructure (Chip)
Europe,"Administrator, education",6604,9300,36.34,High,Increasing,High School,2696,Infrastructure (Chip)
Europe,"Administrator, local government",14032,4587,36.42,High,Increasing,Master’s Degree,-9445,Infrastructure (Chip)
Europe,"Administrator, sports",1042,7267,61.75,High,Decreasing,High School,6225,Infrastructure (Chip)
Europe,Adult guidance worker,8005,10401,46.94,High,Increasing,Associate Degree,2396,Infrastructure (Chip)
Europe,Advertising account executive,8438,354,92.96,High,Decreasing,High School,-8084,Infrastructure (Chip)
Europe,Advertising account planner,13557,19228,55.84,High,Increasing,Bachelor’s Degree,5671,Infrastructure (Chip)
Europe,Advertising art director,4640,8623,57.06,Moderate,Decreasing,Bachelor’s Degree,3983,Infrastructure (Chip)
Europe,Advertising copywriter,8599,7540,50.2,Low,Decreasing,Bachelor’s Degree,-1059,Infrastructure (Chip)
Europe,Advice worker,7644,6751,61.74,Moderate,Increasing,Bachelor’s Degree,-893,Infrastructure (Chip)
Europe,Aeronautical engineer,2321,3470,73.62,Low,Decreasing,High School,1149,Infrastructure (Chip)
Europe,Agricultural consultant,2878,1004,97.91,Moderate,Decreasing,Bachelor’s Degree,-1874,Infrastructure (Chip)
Europe,Agricultural engineer,12762,9637,44.0,High,Decreasing,PhD,-3125,Infrastructure (Chip)
Europe,Aid worker,22708,21697,59.48,Moderate,Decreasing,Bachelor’s Degree,-1011,Infrastructure (Chip)
Europe,Air broker,8062,4151,6.73,Low,Decreasing,Bachelor’s Degree,-3911,Infrastructure (Chip)
Europe,Air cabin crew,14912,6738,71.22,Low,Decreasing,High School,-8174,Infrastructure (Chip)
Europe,Air traffic controller,12873,8316,55.4,High,Decreasing,Bachelor’s Degree,-4557,Infrastructure (Chip)
Europe,Airline pilot,4562,7032,67.23,Low,Increasing,Associate Degree,2470,Infrastructure (Chip)
Europe,Ambulance person,5050,2084,12.06,High,Increasing,Associate Degree,-2966,Infrastructure (Chip)
Europe,Amenity horticulturist,8211,7386,18.72,Low,Increasing,Bachelor’s Degree,-825,Infrastructure (Chip)
Europe,Analytical chemist,5301,845,32.32,High,Decreasing,Master’s Degree,-4456,Infrastructure (Chip)
Europe,Animal nutritionist,4610,9568,16.82,Low,Decreasing,Master’s Degree,4958,Infrastructure (Chip)
Europe,Applications developer,11990,5953,50.71,High,Decreasing,PhD,-6037,Infrastructure (Chip)
Europe,Archaeologist,18657,10945,87.5,Moderate,Decreasing,Master’s Degree,-7712,Infrastructure (Chip)
Europe,Architect,28729,21958,26.23,Low,Increasing,PhD,-6771,Infrastructure (Chip)
Europe,Armed forces operational officer,8811,9072,40.14,Moderate,Increasing,PhD,261,Infrastructure (Chip)
Europe,Armed forces technical officer,7263,9300,98.32,High,Increasing,PhD,2037,Infrastructure (Chip)
Europe,Armed forces training and education officer,3577,2062,39.44,High,Decreasing,Associate Degree,-1515,Infrastructure (Chip)
Europe,Art gallery manager,12042,9274,56.63,Low,Decreasing,PhD,-2768,Infrastructure (Chip)
Europe,Art therapist,5157,4736,5.67,Low,Increasing,Master’s Degree,-421,Infrastructure (Chip)
Europe,Artist,12713,14190,33.54,Low,Increasing,Bachelor’s Degree,1477,Infrastructure (Chip)
Europe,Associate Professor,21409,10562,43.16,High,Increasing,Master’s Degree,-10847,Infrastructure (Chip)
Europe,Audiological scientist,2056,7058,96.54,High,Decreasing,High School,5002,Infrastructure (Chip)
Europe,Banker,8542,8410,83.19,Moderate,Decreasing,Master’s Degree,-132,Infrastructure (Chip)
Europe,Barista,15467,10307,67.97,Moderate,Decreasing,Master’s Degree,-5160,Infrastructure (Chip)
Europe,Barrister,15748,15735,47.96,Moderate,Increasing,PhD,-13,Infrastructure (Chip)
Europe,Barrister's clerk,12233,5505,4.14,Low,Increasing,PhD,-6728,Infrastructure (Chip)
Europe,Best boy,907,1121,78.4,High,Decreasing,High School,214,Infrastructure (Chip)
Europe,Biomedical engineer,4534,1784,90.29,High,Decreasing,Master’s Degree,-2750,Infrastructure (Chip)
Europe,Biomedical scientist,2216,8741,6.51,High,Decreasing,PhD,6525,Infrastructure (Chip)
Europe,Bookseller,4865,5227,80.16,High,Increasing,Bachelor’s Degree,362,Infrastructure (Chip)
Europe,Brewing technologist,5033,6561,51.88,Low,Increasing,Master’s Degree,1528,Infrastructure (Chip)
Europe,Broadcast engineer,14372,20128,30.73,High,Decreasing,Associate Degree,5756,Infrastructure (Chip)
Europe,Broadcast presenter,23625,19539,61.78,High,Decreasing,High School,-4086,Infrastructure (Chip)
Europe,Building control surveyor,5676,5579,73.31,Low,Decreasing,Associate Degree,-97,Infrastructure (Chip)
Europe,Building services engineer,893,8663,98.24,Moderate,Increasing,High School,7770,Infrastructure (Chip)
Europe,Building surveyor,10708,19523,32.97,Moderate,Decreasing,PhD,8815,Infrastructure (Chip)
Europe,"Buyer, retail",12161,5339,12.12,High,Increasing,PhD,-6822,Infrastructure (Chip)
Europe,Cabin crew,2162,7850,45.2,Moderate,Decreasing,Associate Degree,5688,Infrastructure (Chip)
Europe,Call centre manager,9885,7165,97.41,High,Increasing,Bachelor’s Degree,-2720,Infrastructure (Chip)
Europe,Camera operator,26814,20446,44.12,High,Decreasing,PhD,-6368,Infrastructure (Chip)
Europe,Careers information officer,8115,6951,57.06,High,Increasing,Bachelor’s Degree,-1164,Infrastructure (Chip)
Europe,Cartographer,6161,8784,54.12,Moderate,Increasing,PhD,2623,Infrastructure (Chip)
Europe,Catering manager,20169,10817,35.92,Moderate,Increasing,High School,-9352,Infrastructure (Chip)
Europe,Ceramics designer,9025,5883,18.99,Moderate,Decreasing,PhD,-3142,Infrastructure (Chip)
Europe,Charity fundraiser,15431,9289,62.73,Moderate,Decreasing,Master’s Degree,-6142,Infrastructure (Chip)
Europe,Chartered accountant,144,3970,31.99,Moderate,Decreasing,Associate Degree,3826,Infrastructure (Chip)
Europe,Chartered certified accountant,2171,8181,57.86,Low,Increasing,Associate Degree,6010,Infrastructure (Chip)
Europe,Chartered legal executive (England and Wales),2406,8776,31.28,Moderate,Decreasing,Bachelor’s Degree,6370,Infrastructure (Chip)
Europe,Chartered loss adjuster,7515,6345,38.13,Low,Decreasing,High School,-1170,Infrastructure (Chip)
Europe,Chartered public finance accountant,4827,5308,95.73,Moderate,Decreasing,Bachelor’s Degree,481,Infrastructure (Chip)
Europe,Chemical engineer,11463,17475,60.17,Moderate,Increasing,Master’s Degree,6012,Infrastructure (Chip)
Europe,"Chemist, analytical",2944,13321,41.07,Low,Increasing,Master’s Degree,10377,Infrastructure (Chip)
Europe,Chief Executive Officer,10180,11895,64.09,High,Decreasing,PhD,1715,Infrastructure (Chip)
Europe,Chief Financial Officer,453,9116,18.65,High,Decreasing,Bachelor’s Degree,8663,Infrastructure (Chip)
Europe,Chief Marketing Officer,20048,15687,25.95,Low,Decreasing,PhD,-4361,Infrastructure (Chip)
Europe,Chief Operating Officer,8545,10868,63.93,High,Increasing,Associate Degree,2323,Infrastructure (Chip)
Europe,Chief Technology Officer,11698,10627,56.7,Low,Decreasing,Bachelor’s Degree,-1071,Infrastructure (Chip)
Europe,Chief of Staff,23135,23055,49.06,High,Decreasing,Associate Degree,-80,Infrastructure (Chip)
Europe,Child psychotherapist,3232,227,38.66,Low,Increasing,Bachelor’s Degree,-3005,Infrastructure (Chip)
Europe,Chiropodist,11034,12815,58.34,High,Increasing,Bachelor’s Degree,1781,Infrastructure (Chip)
Europe,Civil Service administrator,9061,2632,41.95,High,Decreasing,PhD,-6429,Infrastructure (Chip)
Europe,Civil Service fast streamer,2490,9307,90.29,High,Increasing,Bachelor’s Degree,6817,Infrastructure (Chip)
Europe,"Civil engineer, consulting",1340,849,6.26,Moderate,Increasing,Bachelor’s Degree,-491,Infrastructure (Chip)
Europe,"Civil engineer, contracting",2174,2728,8.5,Low,Increasing,Master’s Degree,554,Infrastructure (Chip)
Europe,Claims inspector/assessor,12792,6506,32.22,Low,Decreasing,Bachelor’s Degree,-6286,Infrastructure (Chip)
Europe,Clinical biochemist,900,2495,13.78,Moderate,Decreasing,Master’s Degree,1595,Infrastructure (Chip)
Europe,Clinical cytogeneticist,8204,9390,39.4,Low,Increasing,Master’s Degree,1186,Infrastructure (Chip)
Europe,Clinical embryologist,3877,7259,13.06,Low,Decreasing,PhD,3382,Infrastructure (Chip)
Europe,Clinical molecular geneticist,12880,15487,42.28,Moderate,Increasing,Master’s Degree,2607,Infrastructure (Chip)
Europe,Clinical psychologist,9725,7320,49.36,Low,Increasing,Master’s Degree,-2405,Infrastructure (Chip)
Europe,Clinical research associate,1639,1959,19.94,High,Decreasing,Master’s Degree,320,Infrastructure (Chip)
Europe,"Clinical scientist, histocompatibility and immunogenetics",1806,7469,38.84,Low,Decreasing,Master’s Degree,5663,Infrastructure (Chip)
Europe,Clothing/textile technologist,9771,2719,42.22,Low,Increasing,Bachelor’s Degree,-7052,Infrastructure (Chip)
Europe,Commercial horticulturist,5014,12820,59.95,High,Decreasing,Associate Degree,7806,Infrastructure (Chip)
Europe,Commercial/residential surveyor,7776,2211,14.21,Low,Increasing,PhD,-5565,Infrastructure (Chip)
Europe,Communications engineer,7470,5966,46.87,High,Decreasing,PhD,-1504,Infrastructure (Chip)
Europe,Community arts worker,15006,9935,69.87,High,Decreasing,Bachelor’s Degree,-5071,Infrastructure (Chip)
Europe,Community development worker,8797,6055,26.57,Moderate,Increasing,Associate Degree,-2742,Infrastructure (Chip)
Europe,Community education officer,16468,13007,88.92,Moderate,Decreasing,High School,-3461,Infrastructure (Chip)
Europe,Community pharmacist,20658,20935,63.65,Moderate,Increasing,PhD,277,Infrastructure (Chip)
Europe,Comptroller,15924,4479,45.24,Low,Increasing,High School,-11445,Infrastructure (Chip)
Europe,Computer games developer,10225,3343,63.22,Low,Decreasing,Associate Degree,-6882,Infrastructure (Chip)
Europe,Conference centre manager,9386,7410,32.88,High,Increasing,Master’s Degree,-1976,Infrastructure (Chip)
Europe,"Conservation officer, nature",3392,4109,73.67,High,Increasing,Associate Degree,717,Infrastructure (Chip)
Europe,"Conservator, museum/gallery",18617,5187,38.16,Moderate,Increasing,Bachelor’s Degree,-13430,Infrastructure (Chip)
Europe,Consulting civil engineer,8192,6878,59.25,Moderate,Increasing,Bachelor’s Degree,-1314,Infrastructure (Chip)
Europe,Contracting civil engineer,3431,7315,54.08,High,Increasing,Bachelor’s Degree,3884,Infrastructure (Chip)
Europe,Contractor,572,5821,7.58,Moderate,Increasing,Bachelor’s Degree,5249,Infrastructure (Chip)
Europe,Control and instrumentation engineer,6635,4993,82.71,Low,Increasing,Bachelor’s Degree,-1642,Infrastructure (Chip)
Europe,Corporate investment banker,5939,1790,60.98,High,Increasing,High School,-4149,Infrastructure (Chip)
Europe,Corporate treasurer,5000,9379,77.76,Low,Decreasing,Master’s Degree,4379,Infrastructure (Chip)
Europe,Counselling psychologist,12919,4352,31.81,Moderate,Decreasing,Bachelor’s Degree,-8567,Infrastructure (Chip)
Europe,Curator,17026,17709,22.62,Moderate,Decreasing,High School,683,Infrastructure (Chip)
Europe,Customer service manager,17037,16526,49.54,Moderate,Increasing,PhD,-511,Infrastructure (Chip)
Europe,Cytogeneticist,8403,9902,82.11,High,Increasing,Associate Degree,1499,Infrastructure (Chip)
Europe,Dance movement psychotherapist,7066,18069,29.66,Moderate,Increasing,Bachelor’s Degree,11003,Infrastructure (Chip)
Europe,Dancer,17870,20062,69.99,Low,Decreasing,Associate Degree,2192,Infrastructure (Chip)
Europe,Data processing manager,15599,10816,26.54,Low,Increasing,Associate Degree,-4783,Infrastructure (Chip)
Europe,Data scientist,9115,11059,17.01,Low,Increasing,High School,1944,Infrastructure (Chip)
Europe,Dentist,16637,15330,45.7,Moderate,Decreasing,Bachelor’s Degree,-1307,Infrastructure (Chip)
Europe,"Designer, blown glass/stained glass",9842,9875,45.28,High,Increasing,Bachelor’s Degree,33,Infrastructure (Chip)
Europe,"Designer, ceramics/pottery",10923,10361,19.85,High,Decreasing,Bachelor’s Degree,-562,Infrastructure (Chip)
Europe,"Designer, furniture",5287,15998,24.52,Low,Increasing,Bachelor’s Degree,10711,Infrastructure (Chip)
Europe,"Designer, industrial/product",9972,3348,0.91,High,Increasing,Bachelor’s Degree,-6624,Infrastructure (Chip)
Europe,"Designer, interior/spatial",2309,8115,97.25,High,Increasing,Associate Degree,5806,Infrastructure (Chip)
Europe,"Designer, jewellery",12277,21573,71.49,Low,Increasing,Associate Degree,9296,Infrastructure (Chip)
Europe,"Designer, multimedia",11643,12573,76.44,High,Decreasing,Master’s Degree,930,Infrastructure (Chip)
Europe,"Designer, television/film set",1284,7547,55.25,Moderate,Decreasing,Bachelor’s Degree,6263,Infrastructure (Chip)
Europe,"Designer, textile",27179,18612,50.16,High,Decreasing,Master’s Degree,-8567,Infrastructure (Chip)
Europe,"Development worker, community",30522,8388,52.28,Moderate,Increasing,Associate Degree,-22134,Infrastructure (Chip)
Europe,"Development worker, international aid",781,3187,13.3,Low,Increasing,Bachelor’s Degree,2406,Infrastructure (Chip)
Europe,Diagnostic radiographer,10892,20835,24.33,Low,Decreasing,Associate Degree,9943,Infrastructure (Chip)
Europe,"Doctor, general practice",7382,6434,18.65,High,Decreasing,High School,-948,Infrastructure (Chip)
Europe,"Doctor, hospital",6028,187,16.75,High,Increasing,Master’s Degree,-5841,Infrastructure (Chip)
Europe,Dramatherapist,1520,9037,56.55,High,Increasing,Associate Degree,7517,Infrastructure (Chip)
Europe,Drilling engineer,13469,17124,67.0,High,Increasing,Associate Degree,3655,Infrastructure (Chip)
Europe,Early years teacher,10078,17056,77.1,Moderate,Decreasing,Master’s Degree,6978,Infrastructure (Chip)
Europe,Ecologist,2164,3690,52.06,Moderate,Increasing,PhD,1526,Infrastructure (Chip)
Europe,Economist,15193,17810,87.18,High,Decreasing,High School,2617,Infrastructure (Chip)
Europe,"Editor, commissioning",315,8224,33.57,Moderate,Decreasing,High School,7909,Infrastructure (Chip)
Europe,"Editor, film/video",8265,9187,10.99,High,Increasing,Bachelor’s Degree,922,Infrastructure (Chip)
Europe,"Editor, magazine features",261,1402,38.52,Moderate,Decreasing,Associate Degree,1141,Infrastructure (Chip)
Europe,Education administrator,14495,10244,60.82,Low,Increasing,Associate Degree,-4251,Infrastructure (Chip)
Europe,"Education officer, museum",16899,11093,33.08,High,Decreasing,Bachelor’s Degree,-5806,Infrastructure (Chip)
Europe,Educational psychologist,410,8638,48.14,High,Decreasing,PhD,8228,Infrastructure (Chip)
Europe,Electrical engineer,22465,7143,37.58,Moderate,Increasing,Bachelor’s Degree,-15322,Infrastructure (Chip)
Europe,Electronics engineer,9415,2721,79.85,High,Decreasing,PhD,-6694,Infrastructure (Chip)
Europe,"Embryologist, clinical",986,9955,87.64,Low,Increasing,Associate Degree,8969,Infrastructure (Chip)
Europe,Emergency planning/management officer,3722,2955,24.4,Low,Decreasing,Bachelor’s Degree,-767,Infrastructure (Chip)
Europe,Energy engineer,3179,5528,54.43,Moderate,Decreasing,PhD,2349,Infrastructure (Chip)
Europe,Energy manager,9510,9347,56.24,Moderate,Increasing,Associate Degree,-163,Infrastructure (Chip)
Europe,"Engineer, aeronautical",7384,6853,71.47,High,Increasing,PhD,-531,Infrastructure (Chip)
Europe,"Engineer, agricultural",7739,4555,39.59,High,Decreasing,Associate Degree,-3184,Infrastructure (Chip)
Europe,"Engineer, automotive",1618,7386,16.93,Moderate,Increasing,Bachelor’s Degree,5768,Infrastructure (Chip)
Europe,"Engineer, biomedical",1261,3274,87.84,Low,Decreasing,Associate Degree,2013,Infrastructure (Chip)
Europe,"Engineer, broadcasting (operations)",6787,3031,79.63,Low,Increasing,High School,-3756,Infrastructure (Chip)
Europe,"Engineer, building services",6890,9944,11.42,Moderate,Decreasing,High School,3054,Infrastructure (Chip)
Europe,"Engineer, civil (consulting)",2589,2677,84.15,Moderate,Increasing,Master’s Degree,88,Infrastructure (Chip)
Europe,"Engineer, communications",2602,10223,54.28,Moderate,Increasing,Associate Degree,7621,Infrastructure (Chip)
Europe,"Engineer, drilling",8123,1840,21.55,Moderate,Increasing,Master’s Degree,-6283,Infrastructure (Chip)
Europe,"Engineer, electrical",6567,8944,15.32,Moderate,Decreasing,PhD,2377,Infrastructure (Chip)
Europe,"Engineer, electronics",2295,2612,15.44,Moderate,Increasing,Bachelor’s Degree,317,Infrastructure (Chip)
Europe,"Engineer, energy",3797,10722,87.37,Moderate,Decreasing,Bachelor’s Degree,6925,Infrastructure (Chip)
Europe,"Engineer, maintenance",1428,4152,13.04,Moderate,Increasing,High School,2724,Infrastructure (Chip)
Europe,"Engineer, maintenance (IT)",9749,323,90.2,Moderate,Decreasing,High School,-9426,Infrastructure (Chip)
Europe,"Engineer, manufacturing",32546,21906,63.11,Low,Increasing,Associate Degree,-10640,Infrastructure (Chip)
Europe,"Engineer, manufacturing systems",2784,5053,54.56,Low,Decreasing,High School,2269,Infrastructure (Chip)
Europe,"Engineer, materials",5164,2930,81.84,Low,Increasing,Bachelor’s Degree,-2234,Infrastructure (Chip)
Europe,"Engineer, mining",3547,4516,15.2,Moderate,Increasing,Master’s Degree,969,Infrastructure (Chip)
Europe,"Engineer, petroleum",5669,1582,35.0,Moderate,Decreasing,Associate Degree,-4087,Infrastructure (Chip)
Europe,"Engineer, production",12230,17374,43.48,Moderate,Increasing,High School,5144,Infrastructure (Chip)
Europe,"Engineer, site",12754,15563,23.9,Moderate,Increasing,High School,2809,Infrastructure (Chip)
Europe,"Engineer, structural",12752,17838,42.13,High,Increasing,PhD,5086,Infrastructure (Chip)
Europe,"Engineer, technical sales",8526,14604,33.44,Low,Increasing,Bachelor’s Degree,6078,Infrastructure (Chip)
Europe,"Engineer, water",5117,6712,56.62,Low,Increasing,Associate Degree,1595,Infrastructure (Chip)
Europe,Engineering geologist,14751,16234,55.2,High,Decreasing,High School,1483,Infrastructure (Chip)
Europe,English as a foreign language teacher,2204,417,5.72,High,Increasing,High School,-1787,Infrastructure (Chip)
Europe,English as a second language teacher,1177,6696,75.04,Moderate,Increasing,Master’s Degree,5519,Infrastructure (Chip)
Europe,Environmental education officer,9609,2775,24.56,Moderate,Decreasing,Associate Degree,-6834,Infrastructure (Chip)
Europe,Environmental health practitioner,5868,6132,79.43,High,Decreasing,Bachelor’s Degree,264,Infrastructure (Chip)
Europe,Equities trader,9952,8878,10.38,High,Increasing,Bachelor’s Degree,-1074,Infrastructure (Chip)
Europe,Ergonomist,9290,2790,64.38,Moderate,Increasing,PhD,-6500,Infrastructure (Chip)
Europe,Exercise physiologist,10097,10227,44.64,High,Decreasing,Master’s Degree,130,Infrastructure (Chip)
Europe,Exhibition designer,13026,18193,33.46,Low,Decreasing,Bachelor’s Degree,5167,Infrastructure (Chip)
Europe,"Exhibitions officer, museum/gallery",3248,18567,50.38,Moderate,Decreasing,PhD,15319,Infrastructure (Chip)
Europe,Facilities manager,13733,14045,58.5,High,Increasing,High School,312,Infrastructure (Chip)
Europe,Farm manager,13860,11816,47.85,Low,Decreasing,Bachelor’s Degree,-2044,Infrastructure (Chip)
Europe,Fashion designer,1548,6008,39.03,Low,Increasing,Master’s Degree,4460,Infrastructure (Chip)
Europe,Fast food restaurant manager,2637,2067,34.03,Low,Decreasing,High School,-570,Infrastructure (Chip)
Europe,Field seismologist,4672,5407,39.24,Moderate,Increasing,Associate Degree,735,Infrastructure (Chip)
Europe,Film/video editor,20935,14204,30.47,Moderate,Decreasing,Master’s Degree,-6731,Infrastructure (Chip)
Europe,Financial planner,20076,26238,61.21,Low,Increasing,PhD,6162,Infrastructure (Chip)
Europe,Financial risk analyst,16022,12122,36.51,Low,Decreasing,Associate Degree,-3900,Infrastructure (Chip)
Europe,Financial trader,1601,4430,90.84,Moderate,Decreasing,Bachelor’s Degree,2829,Infrastructure (Chip)
Europe,Fine artist,12977,5990,89.9,Low,Increasing,Bachelor’s Degree,-6987,Infrastructure (Chip)
Europe,Fish farm manager,13065,11666,57.86,High,Decreasing,Bachelor’s Degree,-1399,Infrastructure (Chip)
Europe,Fisheries officer,6163,6973,27.45,High,Decreasing,PhD,810,Infrastructure (Chip)
Europe,Fitness centre manager,5980,524,17.83,Low,Increasing,Associate Degree,-5456,Infrastructure (Chip)
Europe,Forensic psychologist,17263,30613,54.0,Low,Increasing,Master’s Degree,13350,Infrastructure (Chip)
Europe,Forest/woodland manager,8400,6244,47.41,High,Increasing,Associate Degree,-2156,Infrastructure (Chip)
Europe,Freight forwarder,19485,20829,29.01,Moderate,Increasing,PhD,1344,Infrastructure (Chip)
Europe,Furniture conservator/restorer,3543,6462,36.67,Low,Decreasing,Associate Degree,2919,Infrastructure (Chip)
Europe,Furniture designer,19930,29405,42.82,High,Decreasing,Master’s Degree,9475,Infrastructure (Chip)
Europe,Further education lecturer,2876,4771,99.56,Moderate,Decreasing,Associate Degree,1895,Infrastructure (Chip)
Europe,Futures trader,5615,17292,52.56,High,Increasing,PhD,11677,Infrastructure (Chip)
Europe,Gaffer,6499,2650,38.02,Low,Increasing,PhD,-3849,Infrastructure (Chip)
Europe,Games developer,2705,9236,67.05,Moderate,Increasing,High School,6531,Infrastructure (Chip)
Europe,Garment/textile technologist,12871,8165,9.09,High,Increasing,Associate Degree,-4706,Infrastructure (Chip)
Europe,General practice doctor,5843,6837,45.28,High,Increasing,Master’s Degree,994,Infrastructure (Chip)
Europe,"Geneticist, molecular",9110,3792,96.88,Low,Decreasing,PhD,-5318,Infrastructure (Chip)
Europe,Geographical information systems officer,10074,16278,71.05,Low,Increasing,Bachelor’s Degree,6204,Infrastructure (Chip)
Europe,"Geologist, wellsite",5512,308,18.34,Low,Increasing,Bachelor’s Degree,-5204,Infrastructure (Chip)
Europe,Geophysical data processor,7654,3476,3.96,Moderate,Decreasing,High School,-4178,Infrastructure (Chip)
Europe,Geophysicist/field seismologist,7297,8055,88.0,Low,Decreasing,Master’s Degree,758,Infrastructure (Chip)
Europe,Geoscientist,16602,18390,72.79,High,Decreasing,Associate Degree,1788,Infrastructure (Chip)
Europe,Glass blower/designer,1118,6690,39.24,Low,Increasing,Associate Degree,5572,Infrastructure (Chip)
